"ShortName","Name","SI version","Target","Status","Runtime","Score","Severity","Weight","Category","MITRE ATT&CK_1","MITRE ATT&CK_2","MITRE ATT&CK_3","MITRE ATT&CK_4","ANSSI_1","ANSSI_2","ANSSI_3","MITRE D3FEND_1","MITRE D3FEND_2","Description","Likelihood of compromise","Result message","Number of results","Result","Remediation"
"SI000076","User accounts that store passwords with reversible encryption","1.124.1","AD","Pass","00:00:28:76","100","Informational","4","Account Security","Credential Access","","","","vuln3_reversible_password","","","Harden - Strong Password Policy","","This indicator looks for user accounts with the ENCRYPTED_TEXT_PWD_ALLOWED flag enabled. The secure way of storing passwords is by utilizing one-way encryption where it is mathematically impossible to derive the original password from the ciphertext. This setting encrypts the source password such that it is possible to derive the original. This setting is used when an application or service utilizes authentication protocols that require the original password, e.g. CHAP or IAS.","Attackers may be able to derive these users' passwords from the ciphertext and take over these accounts.","No evidence of exposure.","0","","None"
"SI000027","Users with Kerberos pre-authentication disabled","1.124.1","AD","IOE Found","00:00:29:02","0","Warning","5","Account Security","Credential Access","","","","vuln1_kerberos_properties_preauth_priv","vuln2_kerberos_properties_preauth","","","","This indicator identifies users with Kerberos pre-authentication disabled, which exposes them to potential ASREP-Roasting attacks, such as 'Kerberoasting'. please refer to this resource: https://social.technet.microsoft.com/wiki/contents/articles/23559.kerberos-pre-authentication-why-it-should-not-be-disabled.aspx.","If an account has Kerberos pre-authentication disabled, it makes it easier for attackers to send dummy requests to a DC to try and crack its Ticket Granting Ticket (TGT).","Found 115 users with pre-authentication disabled.","115","Security_Assessment_Report_5_30_2025_11_24_02_PM_(SI000027)","Ensure that pre-authentication is enabled on all users if possible; if not possible, consider reducing their privileges instead."
"SI000314","Unexpected accounts in Cert Publishers Group","1.124.1","AD","IOE Found","00:00:03:87","63","Warning","6","AD Infrastructure Security","Privilege Escalation","Credential Access","","","","","","Harden - User Account Permissions","","This indicator checks to see if the Cert Publishers Group contains members that aren't expected to be there.","Individuals belonging to Cert Publishers Group have the ability to introduce a potentially harmful Certificate Authority (CA) within an ADCS environment, that will be trusted by all clients. Although certificates issued by this CA may not receive automatic trust for client authentication via PKINIT or SChannel, they remain susceptible to exploitation for other malicious purposes. The combination of Cert Publishers membership and write access to NTAuthcertificates poses the greatest risk in such situations, allowing the forging and solicitation of certificates for client authentication against any user in the domain.","Found 3 unexpected members in Cert Publishers Group","3","Security_Assessment_Report_5_30_2025_11_24_02_PM_(SI000314)","After careful investigation, remove any accounts that do not belong from the Cert Publishers Group."
"SI000030","Anonymous access to Active Directory enabled","1.124.1","AD","Pass","00:00:04:54","100","Warning","7","AD Infrastructure Security","Defense Evasion","Initial Access","Persistence","Privilege Escalation","vuln2_compatible_2000_anonymous","","","Harden - User Account Permissions","","It is possible, though not recommended, to enable anonymous access to AD. This indicator looks for the presence of the flag that enables anonymous access. Anonymous access would allow unauthenticated users to query AD.","Anonymous access to Active Directory allows an attacker to enumerate accounts and perform attacks like password spray, as well as to enumerate the domain to gather information that can model attack paths. This is a significant risk as the complexity of AD often presents many opportunities for attackers and anonymous access allows them an easy way to find such opportunities.","No evidence of exposure.","0","","None"
"SI000052","Anonymous NSPI access to AD enabled","1.124.1","AD","Pass","00:00:04:57","100","Warning","6","AD Infrastructure Security","Initial Access","","","","vuln1_dsheuristics_bad","","","Harden - User Account Permissions","","Anonymous name service provider interface (NSPI) access on AD is a feature that allows anonymous RPC-based binds to AD. This indicator detects when NSPI access is enabled.","NSPI access is rarely ever enabled so if you find it enabled, this should be a cause for concern.","No evidence of exposure.","0","","None"
"SI000091","Dangerous control paths expose certificate containers","1.124.1","AD","Pass","00:00:04:56","100","Warning","7","AD Infrastructure Security","Credential Access","","","","vuln1_adcs_control","","","Harden - Credential Transmission Scoping","","This indicator looks for non-default principals with permissions on the NTAuthCertificates container. This container holds the intermediate CA certificates that can be used to authenticate to AD.","These control paths allow adding a malicious certificate authority, which allow an attacker to authenticate as arbitrary users or services.","No evidence of exposure.","0","","None"
"SI000156","Certificate templates with 3 or more insecure configurations","1.124.1","AD","Pass","00:00:05:02","100","Warning","7","AD Infrastructure Security","Credential Access","Privilege Escalation","","","vuln1_adcs_template_auth_enroll_with_name","","","Detect - Certificate Analysis","","This indicator checks if certificate templates in the forest have a minimum of three insecure configurations - Manager approval is disabled, No authorized signatures are required, SAN enabled, Authentication EKU present.","The following configurations of a certificate template can be exploited by adversaries:>

      1. Manager approval is disabled - new certificates are automatically approved if the user has the correct enrollment rights.>

      2. No authorized signatures are required - CSRs (Certificate Signing Requests) are not signed by any existing authorized certificate.>

      3. SAN (Subject Alternative Name) Enabled - Allowing the creator of a certificate template to specify the subjectAltName in the CSR, thus they can make the request as anyone, even a domain admin.>

      4. Authentication EKU (Enhanced Key Usage) present - if present, the EKU created from the certificate template will allow the user to authenticate with it.","No evidence of exposure.","0","","None"
"SI000090","Dangerous control paths expose certificate templates","1.124.1","AD","Pass","00:00:04:92","100","Warning","7","AD Infrastructure Security","Credential Access","","","","vuln1_adcs_template_control","","","Detect - Certificate Analysis","","This indicators looks for non-default principals with the ability to write properties on a certificate template.","Controlling certificate templates allows one to have the certificate authority issue an arbitrary certificate. It becomes possible to obtain a smartcard authentication certificate for any user, thus stealing his identity.","No evidence of exposure.","0","","None"
"SI000157","Certificate templates that allow requesters to specify a subjectAltName","1.124.1","AD","Pass","00:00:05:24","100","Critical","8","AD Infrastructure Security","Credential Access","Privilege Escalation","","","vuln1_adcs_template_auth_enroll_with_name","","","Detect - Certificate Analysis","","This indicator checks if certificate templates are enabling requesters to specify a subjectAltName in the CSR.","When certificate templates allow requesters to specify a subjectAltName in the CSR, the result is that they can request a certificate as anyone. For example, a domain admin. When that is combined with an authentication EKU present in the certificate template it can become extremely dangerous.","No evidence of exposure.","0","","None"
"SI000054","Computers with older OS versions","1.124.1","AD","Pass","00:00:04:52","100","Informational","4","AD Infrastructure Security","Lateral Movement","Persistence","","","","","","Harden - Software Update","","This indicator looks for machine accounts that are running versions of Windows older than Server 2012-R2 and Windows 8.1","Computers running older and unsupported OS versions could be targeted with known or unpatched exploits.","No evidence of exposure.","0","","None"
"SI000059","Computers with password last set over 90 days ago","1.124.1","AD","Pass","00:00:04:45","100","Warning","6","AD Infrastructure Security","Credential Access","","","","vuln2_password_change_server_no_change_90","","","Harden - Strong Password Policy","","This indicator looks for computer accounts that have not rotated their passwords in the last 90 days. These passwords should be changed automatically every 30 days by default.","Computer accounts should automatically rotate their passwords every 30 days as they are prime targets for attackers. Objects that are not doing this could show evidence of tampering.","No evidence of exposure.","0","","None"
"SI000063","Domain controllers with old passwords","1.124.1","AD","Pass","00:00:04:29","100","Informational","3","AD Infrastructure Security","Privilege Escalation","Resource Development","","","vuln1_password_change_dc_no_change","","","Harden - Strong Password Policy","","This indicator looks for domain controller machine accounts whose password has not been reset in over 45 days. By default, machine accounts including DCs, automatically reset their passwords every 30 days. Any machine accounts with passwords older than that could indicate a DC that is no longer functioning in the domain.","A DC that is not updating its machine account password regularly could be more easily taken over. From an operational standpoint, it could also indicate a communication problem with the rest of the domain.","No evidence of exposure.","0","","None"
"SI000108","Dangerous Trust Attribute Set","1.124.1","AD","Pass","00:00:04:56","100","Warning","7","AD Infrastructure Security","Privilege Escalation","","","","vuln1_trusts_domain_notfiltered","","","Harden - Domain Trust Policy","","This indicator identifies trusts set with either TRUST_ATTRIBUTE_CROSS_ORGANIZATION_ENABLE_TGT_DELEGATION or TRUST_ATTRIBUTE_PIM_TRUST. These bits will either allow a kerberos ticket to be delegated or reduce the protection that SID Filtering provides.","An attacker that has compromised a remote domain can spoof any user or machine in the local domain. This can allow the attacker to access any resource as well as escalate their privileges, thus compromising the entire forest.","No evidence of exposure.","0","","None"
"SI000077","Print spooler service is enabled on a DC","1.124.1","AD","IOE Found","00:00:20:64","73","Critical","8","AD Infrastructure Security","Execution","Lateral Movement","Privilege Escalation","","","","","Harden - Software Update","","This indicator checks for Domain Controllers running the print spooler service.
This indicator requires the local server to be running the print spooler service to function, or it will return Failed to run","The Windows print spooler service is vulnerable to remote code execution if unpatched, commonly referred to as PrintNightmare. These vulnerabilities are documented in CVE-2021-34527 and CVE-2021-1675.
The print spooler service can also be used by an attacker in combination with unconstrained Kerberos delegation and TGT delegation enabled across trusts.ReferencesWhat You Need to Know about PrintNightmare, the Critical Windows Print Spooler Vulnerability - Semperis
CVE-2021-34527 - Security Update Guide - Microsoft - Windows Print Spooler Remote Code Execution Vulnerability
CVE-2021-1675 - Security Update Guide - Microsoft - Windows Print Spooler Remote Code Execution Vulnerability
CVE-2019-0683 - Security Update Guide - Microsoft - Active Directory Elevation of Privilege Vulnerability","Found 1 DCs that have the Print Spooler service running.","1","Security_Assessment_Report_5_30_2025_11_24_02_PM_(SI000077)","Print spooler services are enabled by default. If not absolutely required, disable the service on all domain controllers. If required, make sure the server is fully patched and follow Microsoft guidance <a href='https://msrc.microsoft.com/update-guide/vulnerability/CVE-2021-34527' target='_blank'>here</a>."
"SI000013","Evidence of Mimikatz DCShadow attack","1.124.1","AD","Pass","00:00:05:37","100","Critical","10","AD Infrastructure Security","Defense Evasion","","","","","","","Isolate - Execution Isolation","Detect - Domain Account Monitoring","This indicator checks for certain evidence of a DCShadow attack performed using Mimikatz.","DCShadow attacks allow attackers that have achieved privileged domain access to inject arbitrary changes into AD by replicating from a 'fake' domain controller. These changes bypass the security event log and can't be spotted using standard monitoring tools.
Mimikatz is a widely used tool used by both legitimate pen-testers as well as attackers. An attacker will use a DCShadow attack to establish persistence in Active Directory, creating backdoors to retain access even if the original privileged access compromise is resolvedReferencesWhy Most Organizations Still Can't Defend against DCShadow - Semperis","No evidence of exposure.","0","","None"
"SI000085","Unsecured DNS configuration","1.124.1","AD","Pass","00:00:07:29","100","Warning","7","AD Infrastructure Security","Privilege Escalation","","","","vuln1_dnszone_bad_prop","","","","","This indicator looks for DNS zones configured with ZONE_UPDATE_UNSECURE, which allows updating a DNS record anonymously.","An attacker could leverage this exposure to arbitrarily add a new DNS record or replace an existing record to spoof a management interface, then wait for incoming connections in order to steal credentials.","No evidence of exposure.","0","","None"
"SI000069","Domain Controllers in inconsistent state","1.124.1","AD","Pass","00:00:12:32","100","Informational","3","AD Infrastructure Security","Privilege Escalation","Resource Development","","","vuln1_dc_inconsistent_uac","","","","","This indicator looks for Domain Controllers that may be in an inconsistent state, indicating a possible rogue or otherwise non-functional DC. DCs in a consistent state are characterized by the following: 1. UserAccountControl attribute on the DC machine object has the SERVER_TRUST_ACCOUNT flag set. 2. A corresponding object of type server exists for the DC in the configuration partition. 3. That server object must have a child NTDS Settings object of type nTDSDSA.","Illegitimate machines acting as DCs could indicate someone has compromised the environment (e.g. using DCShadow or similar DC spoofing attacks). At the very least, partially functional legitimate DCs could represent a security risk if they are compromised.","No evidence of exposure.","0","","None"
"SI000051","Domains with obsolete functional levels","1.124.1","AD","Pass","00:00:11:61","100","Informational","3","AD Infrastructure Security","Reconnaissance","","","","vuln1_functional_level","vuln3_functional_level","vuln4_functional_level","Harden - Software Update","","This indicator looks for AD domains that have a domain functional level set to Windows Server 2012 R2 or lower. These lower functional levels mean that newer security features available in AD cannot be leveraged. If the OS version of your domain controllers supports it, you should update to a newer domain functional level to take full advantage of security advancements in AD.","While domain functional level is not a weakness in and of itself, an attacker with knowledge of functional levels can adjust their approach to take advantage of lack of security features in AD.","No evidence of exposure.","0","","None"
"SI000053","Operator groups no longer protected by AdminSDHolder and SDProp","1.124.1","AD","Pass","00:00:12:02","100","Warning","5","AD Infrastructure Security","Defense Evasion","","","","vuln1_dsheuristics_bad","","","Harden - User Account Permissions","","This indicator checks if dwAdminSDExMask mask on dsHeuristics has been set, which indicates a change to the SDProp behavior that could compromise security. Certain groups can be removed from SDProp protection with this setting.","Normally the default behavior for AdminSDHolder SDProp should be left intact. If its behavior is modified, this could indicate an attempt at defense evasion.","No evidence of exposure.","0","","None"
"SI000095","AD Certificate Authority with Web Enrollment - ESC8","1.124.1","AD","Pass","00:00:12:03","100","Critical","8","AD Infrastructure Security","Credential Access","Privilege Escalation","","","","","","","","This indicator attempts to identify AD CS servers in the domain that accept NTLM authentication to Web Enrollment Services. The script enumerates CAs in the Enrollment Services container, resolves their IP and attempts NTLM authentication to https://IP/certsrv and http://IP/certsrv. Note: This indicator currently does not identify EPA or other mitigations suggested by Microsoft.>

        The indicator will return a Passed if an enrollment service is contacted, but NTLM authentication is denied (positive effect on the posture score) for any endpoint.>

        The indicator will return an IoE Found if NTLM authentication is available on an enrollment service (negative effect on security posture) on any endpoint.>

        The indicator will Fail to Run (no effect on security posture score) if one of the following is true for all endpoints:>
Cannot Resolve - Enrollment Service Certificate found in AD CS container, but address cannot be resolvedUnreachable - IP is resolved, but service cannot be reached","Attackers may abuse a flaw in AD CS Web Enrollment that enables NTLM relay attacks to authenticate as a privileged user. An example of such attack was provided in July 2021 when chained with 'PetitPotam' authentication coercion on MS-EFSRPC. The impact of such an attack can be privilege escalation to Domain Admin from network access only. More details about 'ESC8' here.","No evidence of exposure.","0","","None"
"SI000072","gMSA objects with old passwords","1.124.1","AD","Pass","00:00:12:70","100","Warning","6","AD Infrastructure Security","Credential Access","","","","","","","","","This indicator looks for group managed service accounts that have not automatically rotated their passwords. These passwords should be changed automatically every 30 days by default.","gMSA accounts should automatically rotate their passwords every 30 days. Objects that are not doing this could show evidence of tampering.","No evidence of exposure.","0","","None"
"SI000073","Domain controllers that have not authenticated to the domain for more than 45 days","1.124.1","AD","Pass","00:00:15:51","100","Warning","4","AD Infrastructure Security","Credential Access","Privilege Escalation","","","vuln1_password_change_inactive_dc","","","Isolate - Execution Isolation","","Domain controllers must authenticate and change their passwords at least every 30 days. Lack of domain authentication reveals out-of-sync machines. Out-of-sync domain controllers must be either reinstalled or removed. When reinstalling an out-of-sync domain controller, care must be taken not to introduce a new OWNER control path exposing its computer account. To avoid doing so, use of the Djoin utility is advised.","Domain controllers that are not active in the domain would likely be out-of-sync with functional DCs and therefore a compromised offline DC may be of little value to an attacker. However, if an attacker could compromise an offline DC and crack credentials or re-connect it to the domain, they may be able to introduce unwanted changes to production AD that could compromise its security.","No evidence of exposure.","0","","None"
"SI000217","Query policies that have the attribute of ldap deny list set.","1.124.1","AD","Pass","00:00:15:60","100","Informational","5","AD Infrastructure Security","Impact","","","","","","","","","This security indicator is designed to check for LDAP IP deny lists across multiple domains in an Active Directory environment. For each available domain, it query the Active Directory for 'query policies' associated with that domain, specifically looking for LDAP IP deny lists (ldapipdenylist attribute).","Unauthorized or unexpected entries in the LDAP IP deny list could suggest a security breach or an attempt to limit access to critical resources maliciously. The likelihood of compromise depends on the following factors:Unexpected Changes: Unauthorized modifications to the LDAP IP deny list.Unknown IP Addresses: Presence of IP addresses that are not recognized or authorized by the network administration team.Security Policy Violations: Entries that violate the organization's established security policies.","No evidence of exposure.","0","","None"
"SI000153","LDAP signing is not required on Domain Controllers","1.124.1","AD","IOE Found","00:00:17:30","82","Warning","7","AD Infrastructure Security","Privilege Escalation","Credential Access","","","","","","","","This indicator checks for domain controllers where LDAP signing is not required.","Unsigned network traffic is exposed to MiTM attacks, where attackers alter packets and forward them to the LDAP server, causing the server to make decisions based on forged requests from the LDAP client.","Found 1 DCs that do not require LDAP Signing.","1","Security_Assessment_Report_5_30_2025_11_24_02_PM_(SI000153)","<p>To remediate follow the steps below.</p><br /><p><b>If the steps are not followed in order, disruption to Active Directory may occur.</b></p><br /><p>Configure clients to request LDAP signing. Group policy: <b>Network security:LDAP client signing requirements</b>, select <b>Negotiate signing</b>.</p><br /><p>When all clients request signing, configure domain controllers to require LDAP signing. Group policy: <b>Domain controller:LDAP server signing requirements</b>, select <b>Require signing</b>.</p><br /><p>Configure clients to require LDAP signing. Group policy: <b>Network security:LDAP client signing requirements</b>, select <b>Require signing</b>.</p><br /><p>For full details on the process please see the reference articles.</p><h3>References</h3><p><a href='https://docs.microsoft.com/en-us/windows/security/threat-protection/security-policy-settings/domain-controller-ldap-server-signing-requirements' target='_blank'>Domain controller LDAP server signing requirements - Windows 10 | Microsoft Learn</a></p><br /><p><a href='https://learn.microsoft.com/en-us/previous-versions/windows/it-pro/windows-10/security/threat-protection/security-policy-settings/network-security-ldap-client-signing-requirements' target='_blank'>Network security LDAP client signing requirements - Windows 10 | Microsoft Learn</a></p>"
"SI000081","Non-standard schema permissions","1.124.1","AD","Pass","00:00:16:65","100","Warning","7","AD Infrastructure Security","Privilege Escalation","","","","vuln1_permissions_schema","","","Harden - System Configuration Permissions","","This indicator looks for additional  principals with any permissions beyond generic Read to the schema partitions.Schema is one of three main Active Directory naming context. It contains every object attribute definitions of the forest. For additional information and remediation advice, see the ANSSI website.","By default, modification permissions on schema are limited to Schema Admins. These permissions grant the trusted Principal complete control over Active Directory.","No evidence of exposure.","0","","None"
"SI000097","NTFRS SYSVOL Replication","1.124.1","AD","Pass","00:00:16:72","100","Warning","6","AD Infrastructure Security","Lateral Movement","","","","vuln2_sysvol_ntfrs","","","","","This indicator looks for indication of usage of FRS for sysvol replication. Domain controllers are configured to use the NTFRS replication protocol (especially for SYSVOL replication). This protocol is obsolete and unnecessarily adds administrative interfaces to domain controllers. In addition, this protocol is no longer supported by the latest versions of Windows Server, which prevents migration to the latest versions.","NTFRS is an older protocol that has been replaced by DFSR. Attackers that can manipulate NTFRS vulnerabilities to compromise SYSVOL can potentially change GPOs and logon scripts to propagate malware and move laterally across the environment.","No evidence of exposure.","0","","None"
"SI000088","Outbound forest trust with SID History enabled","1.124.1","AD","Pass","00:00:18:06","100","Warning","6","AD Infrastructure Security","Lateral Movement","","","","vuln1_trusts_forest_sidhistory","","","Harden - Domain Trust Policy","","This indicator checks for outbound forest trusts that have the TRUST_ATTRIBUTE_TREAT_AS_EXTERNAL flag set to true.","If TRUST_ATTRIBUTE_TREAT_AS_EXTERNAL is set to true, the security of a cross-forest trust is relaxed and trusts are treated as equivalent to external trusts.
An attacker that compromises the remote Active Directory forest, with this set to true, can spoof most users and computers in the local Active Directory forest. This would allow the attacker to act as local users or computers and access resources they have privileges in. An attacker can also use this for privilege elevation and compromise the local forest.ReferencesActive Directory Security Best Practices | Semperis","No evidence of exposure.","0","","None"
"SI000087","Domain trust to a third-party domain without quarantine","1.124.1","AD","Pass","00:00:17:99","100","Warning","5","AD Infrastructure Security","Lateral Movement","","","","vuln1_trusts_domain_notfiltered","","","Harden - Domain Trust Policy","","This indicator looks for outbound forest trusts that has Quarantine flag set to false, which means that the trusted domain is not subject to SID filtering.","An attacker having compromised the remote domain can spoof any user or machine on the local domain (except for accounts with a RID lower than 1000, excluding built-in accounts and groups). This attacker can therefore access every resource on the local domain. If a dangerous control path is exposed to any 'spoofable' account (virtually any account other than the built-in ones), the attacker could also escalate his privileges up to 'Domain Admins' and compromise the entire forest.","No evidence of exposure.","0","","None"
"SI000022","Risky RODC credential caching","1.124.1","AD","Pass","00:00:23:21","100","Warning","5","AD Infrastructure Security","Credential Access","","","","vuln2_rodc_priv_revealed","","","Harden - User Account Permissions","","This indicator checks the password replication policy on RODCs.","In many instances, read-only domain controllers (RODCs) are deployed in area where there is a lower level of physical security to the servers.
Attackers may try to target read-only domain controllers due to the lower level of security around these. While it is not a direct indicator of an attack, credentials for privileged users should not be cached on RODCs in the case the domain controller is compromised.ReferencesRODC Features | Microsoft Learn","No evidence of exposure.","0","","None"
"SI000138","Privileged user credentials cached on RODC","1.124.1","AD","Pass","00:00:25:36","100","Informational","4","AD Infrastructure Security","Lateral Movement","Privilege Escalation","","","","","","","","This indicator checks for privileged user credentials that are cached to RODCs.","In many instances, read-only domain controllers (RODCs) are deployed in area where there is a lower level of physical security to the servers.
Attackers may try to target read-only domain controllers due to the lower level of security around these. While it is not a direct indicator of an attack, credentials for privileged users should not be cached on RODCs in the case the domain controller is compromised.ReferencesRODC Features | Microsoft Learn","No evidence of exposure.","0","","None"
"SI000023","Well-known privileged SIDs in sIDHistory","1.124.1","AD","Pass","00:00:27:34","100","Critical","10","AD Infrastructure Security","Defense Evasion","Privilege Escalation","","","vuln2_sidhistory_dangerous","vuln3_sidhistory_present","","","","This indicator checks security principal sIDHistory for well-known privileged SIDs.","Security Identifier (SID) history is used by Active Directory to maintain access rights during domain migrations.
An attacker can abuse SID history by injecting a privileged SID into the sIDHistory of another user object, allowing the user to act with the same privileges. Writing to the sIDHistory does require privileges in Active Directory, so it is likely that Active Directory is already compromised; this method is primarily used by an attacker for gaining persistence.ResourcesHow to Defend Against SID History Injection | Semperis Guides","No evidence of exposure.","0","","None"
"SI000154","SMB Signing is not required on Domain Controllers","1.124.1","AD","Pass","00:00:27:73","100","Critical","8","AD Infrastructure Security","Privilege Escalation","Credential Access","","","","","","","","This indicator looks for domain controllers where SMB signing is not required.","Unsigned network traffic is susceptible to attacks abusing the NTLM challenge-response protocol. A common example of such attacks is SMB Relay, where an attacker is positioned between the client and the server in order to capture data packets transmitted between the two, thus gaining unauthorized access to the server or other servers on the network.","No evidence of exposure.","0","","None"
"SI000155","SMBv1 is enabled on Domain Controllers","1.124.1","AD","IOE Found","00:00:28:25","73","Critical","8","AD Infrastructure Security","Privilege Escalation","Credential Access","","","","","","","","This indicator looks for domain controllers where SMBv1 protocol is enabled.","SMBv1 is an old protocol, considered unsafe and susceptible to all kinds of attacks. It was publicly deprecated by Microsoft in 2014.","Found 1 DCs with SMBv1 Enabled.","1","Security_Assessment_Report_5_30_2025_11_24_02_PM_(SI000155)","Microsoft recommends to disable SMBv1 whenever possible on both client and server side. Do note, before disabling SMBv1 and to avoid additional errors, make sure best practices are followed regarding the usage of deprecated OS (Windows 2000, 2003, XP, CE), network printers using SMBv1 scan2shares functionalities, or software accessing Windows share with a custom implementation relying on SMBv1. <br>Read more <a href='https://techcommunity.microsoft.com/t5/storage-at-microsoft/stop-using-smb1/ba-p/425858' target='_blank'>here.</a></br>"
"SI000086","Weak certificate cipher","1.124.1","AD","Pass","00:00:28:72","100","Critical","8","AD Infrastructure Security","Privilege Escalation","","","","vuln1_certificates_vuln","","","Harden - Certificate-based Authentication","","This indicator looks for  certificates stored in active directory with keysize smaller than 2048 bits or utilize DSA encryption.","Weak certificates can be abused by attackers to gain access to systems who use certificate authentication.","No evidence of exposure.","0","","None"
"SI000036","Zerologon vulnerability","1.124.1","AD","Not Selected","00:00:00:00","0","Critical","10","AD Infrastructure Security","Privilege Escalation","","","","","","","","","This indicator checks for security vulnerability CVE-202-1472.","Commonly referred to as Zerologon, CVE-2020-1472, is a vulnerability an attacker can use to gain Domain Administrator access against an unpatched domain controller. This vulnerability is considered critical because the attacker can perform the attack unauthenticated against Active Directory.ReferencesCVE-2020-1472 - Security Update Guide - Microsoft - Netlogon Elevation of Privilege Vulnerability","","0","",""
"SI000048","Changes to Default Domain Policy or Default Domain Controllers Policy in the last 7 days","1.124.1","AD","Pass","00:00:04:73","100","Informational","4","Group Policy Security","Lateral Movement","Persistence","","","","","","","","The Default Domain Policy and Default Domain Controllers Policy GPOs are special objects within AD, and control domain-wide and Domain Controller wide security settings. This indicator looks for changes to these two special GPOs within the last 7 days.","Changes to the Default Domain Policy or Default Domain Controllers Policy should be accounted for by the administrators. If the change can not be accounted for, investigate the change looking for potential weakening of security posture and why the change was made.","No evidence of exposure.","0","","None"
"SI000189","Writable shortcuts found in GPO","1.124.1","AD","Pass","00:00:14:93","100","Warning","6","Group Policy Security","Privilege Escalation","Lateral Movement","","","","","","Detect - Script Execution Analysis","Detect - File Creation Analysis","This indicator looks for shortcuts within Group Policy Objects (GPOs) that are writable by low privilege users. GPOs are a powerful feature in Windows domains that are used to manage various settings and configurations for multiple computers and users. Shortcuts are links to files or applications that can be deployed using GPOs. When low privilege users have the ability to modify these shortcuts, it could potentially lead to security risks and unauthorized modifications. This indicator helps organizations to identify such misconfigurations and take appropriate actions.","Changing a shortcut within a GPO, allows an attacker to perform the following:

            Unauthorized Modifications - Low privilege users could make unauthorized changes to the files, compromising their integrity and potentially causing unintended behavior or security vulnerabilities.

            Malicious Content Execution - If the files are replaced with malicious content, all users running them could unknowingly execute malicious code, leading to system compromise or unauthorized access to sensitive information.

            System Instability - Unauthorized modifications to files can result in system instability, causing application errors, data corruption, or system crashes.

            Compliance and Legal Consequences - If the affected files are critical for compliance or legal requirements, unauthorized modifications may lead to non-compliance, financial losses, reputational damage, or legal repercussions.","No evidence of exposure.","0","","None"
"SI000304","Dangerous GPO logon script path","1.124.1","AD","Pass","00:00:15:22","100","Warning","7","Group Policy Security","Privilege Escalation","Lateral Movement","","","","","","Detect - Script Execution Analysis","Detect - File Creation Analysis","This indicator searches for logon script paths where the script does not exist and where a low-privilege user has permissions on the parent folder. Additionally, it checks for logon script paths where the script exists but low-privilege users have permissions to modify them.","By inserting a new logon script or changing an existing one using normal user that has the permissions to do so, an attacker can remotely run code on a larger part of the network without special privileges.","No evidence of exposure.","0","","None"
"SI000316","GPO with Scheduled Tasks configured","1.124.1","AD","Pass","00:00:15:76","100","Informational","2","Group Policy Security","Privilege Escalation","Lateral Movement","","","","","","Detect - Script Execution Analysis","Detect - File Creation Analysis","When a scheduled task launches an executable, it checks to see if low-privilege users have permissions to modify GPOs.","Scheduled tasks configured through group policies can be risky if not set up correctly.
      They can cause unintended problems and potential security vulnerabilities in the following situations:>Missing path specification for executable files launched by the Task Scheduler: When setting up a scheduled task, it's important to provide the complete path to the executable file. This helps reduce the risk of path manipulation attacks. Path manipulation involves manipulating the search path or taking advantage of vulnerabilities in the path resolution mechanism to execute a malicious program. By explicitly specifying the complete path, you minimize the reliance on potentially vulnerable search path resolution mechanisms and decrease the chances of path manipulation exploits.>Executables located in unsecure locations: If scheduled tasks are configured to launch executables from locations where standard users have write access, it poses a potential risk. Standard users having write access to these directories can replace the intended program with a malicious one. This can lead to privilege escalation, where the malicious program gains higher privileges than it should have, resulting in security breaches and compromising the system's security.","No evidence of exposure.","0","","None"
"SI000302","Dangerous user rights granted by GPO","1.124.1","AD","Pass","00:00:17:30","100","Warning","7","Group Policy Security","Privilege Escalation","","","","","","","Detect - Local Account Monitoring","Harden - Strong Password Policy","Group Policy Objects (GPOs) are used to define security settings that apply to a group of users or computers in an Active Directory environment. GPOs can be used to grant dangerous user rights, such as the ability to bypass file system security, log on as a service, or even perform actions with elevated privileges. This indicator looks for non-privileged users who are granted elevated permissions through GPO.","An attacker can potentially exploit the user rights granted by a GPO to gain access to systems, steal sensitive information, or cause other types of damage. If these dangerous user rights are granted to a user or a group of users, it increases the risk of an attacker being able to gain access to sensitive data, systems or even perform malicious actions.","No evidence of exposure.","0","","None"
"SI000015","Reversible passwords found in GPOs","1.124.1","AD","Pass","00:00:15:56","100","Critical","8","Group Policy Security","Credential Access","","","","","","","Detect - Emulated File Analysis","","This indicator looks in SYSVOL for GPOs that contain passwords that can be easily decrypted by an attacker ('Cpassword' entries). Until patch MS14-025, it was possible to store local admin and other high-value credentials in GPOs. The passwords stored in GPOs were encrypted using a global key that was published and easily available to any domain member for decryption.","Many shops stopped using the feature in GP Preferences to set passwords when Microsoft deprecated the feature in Group Policy, but existing password entries may not have been removed. This area is one of the first things attackers look for when they've gained access to an AD environment, as older systems may still utilize those credentials.","No evidence of exposure.","0","","None"
"SI000101","SYSVOL Executable Changes","1.124.1","AD","Pass","00:00:28:04","100","Informational","3","Group Policy Security","Privilege Escalation","Execution","Persistence","","","","","Detect - File Analysis","","This indicator looks for modifications to executable files within SYSVOL. It only examines files and executables that have read access to them.","Changes to the executable files within SYSVOL should be accounted for by the administrators. If the change can not be accounted for, investigate the change looking for potential weakening of security posture and why the change was made.","No evidence of exposure.","0","","None"
